Name,Type,ShellID,PerkID,WeaponID,DeviceID,AttachmentID,Requirements,Prerequisite,Levels,Tooltip
LaserSight,"Attachment","-","-","-","-","Laser Sight","(Body=0,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""1575973B42E013EC894147905D196C31"", ""> <C>50%</> reduced hipfire spread\r\n<B>> Visible laser</>""))"
Suppressor,"Attachment","-","-","-","-","Suppressor","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""636B615B46874F89062808B4AABFF165"", ""> Removes radar profile from firing\r\n> Tracers no longer visible to enemies while using non-exotic ammo types\r\n> <C>50%</> reduced vertical recoil\r\n> <C>25%</> reduced horizontal recoil\r\n<B>></> <C>15%</> <B>reduced velocity</>""))"
Foregrip,"Attachment","-","-","-","-","Foregrip","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""B80C425C43D44E7BB2ECB7AC1164BA0F"", ""> <C>50%</> reduced horizontal recoil\r\n> <C>25%</> reduced aim time\r\n<B>></> <C>0.15 m/s</> <B>increased speed penalty</>""))"
SecureGrip,"Attachment","-","-","-","-","Secure Grip","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""18CFFD0A4A0E2759D2B7A7BC3B78E96B"", ""> Disarm immunity\r\n> <C>25%</> reduced spread gain\r\n<B>></> <C>15%</> <B>increased aim time</>""))"
TacticalForegrip,"Attachment","-","-","-","-","Tactical Foregrip","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4892B7FE485CD28D8529949B42AA70C8"", ""> <C>25%</> increased rechamber speed\r\n<B>></> <C>0.15 m/s</> <B>increased speed penalty</>""))"
Auto-Bolt,"Attachment","-","-","-","-","Auto-Bolt","(Body=0,Tech=10,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D10BAF3A47787E0E5A82778E60A24B83"", ""> <C>25%</> increased rechamber speed\r\n<B>></> <C>15%</> <B>increased aim time</>""))"
HeavyBarrel,"Attachment","-","-","-","-","Heavy Barrel","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""683CBA684C8F41EC5A11508BD15FD28C"", ""> <C>25%</> reduced vertical recoil\r\n> <C>50%</> reduced spread gain\r\n<B>></> <C>15%</> <B>increased aim time</>""))"
LongBarrel,"Attachment","-","-","-","-","Long Barrel","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""88E82B1643CE2253CA926F8C96370F49"", ""> <C>50%</> increased velocity\r\n> <C>25%</> reduced pellet spread\r\n<B>></> <C>25%</> <B>increased aim time</>\r\n<B>></> <C>25%</> <B>increased hipfire spread</>""))"
HighCapacity,"Attachment","-","-","-","-","High Capacity","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""A52BE29B4509CF37B4BC2B93886C814B"", ""> Increased ammo capacity\r\n<B>></> <C>15%</> <B>reduced reload speed</>""))"
ExternalMag,"Attachment","-","-","-","-","External Mag","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""E86B4EA74017A4A31BA66CB68F966343"", ""> Converts to magazine reload\r\n> <C>25%</> increased ammo capacity\r\n<B>></> <C>15%</> <B>increased aim time</>""))"
SpeedLoader,"Attachment","-","-","-","-","Speed Loader","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""EF07182B46CF4B96DFADF7A0712D2C49"", ""> <C>50%</> increased reload speed""))"
AdaptiveChoke,"Attachment","-","-","-","-","Adaptive Choke","(Body=0,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""720A8B2E480B2DCC21CD949E75F93A31"", ""> <C>50%</> reduced pellet spread while ADS or akimbo alternate aim stance \r\n<B>></> <C>25%</> <B>increased aim time</>""))"
IronSights,"Attachment","-","-","-","-","Iron Sights","(Body=0,Tech=0,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4B7312F7470FC698A04DCD82BC7A61C8"", ""> Iron sights""))"
MarksmanSight,"Attachment","-","-","-","-","Marksman Sight","(Body=0,Tech=0,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""04C79ADB43E3242AA07FD0ACADF77BF3"", ""> <C>100%</> reduced aim spread""))"
ReflexSight,"Attachment","-","-","-","-","Reflex Sight","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""ED2E3E5F4BF03603B31C3D8FDA9B7CBF"", ""> <C>15%</> reduced aim spread""))"
2xSight,"Attachment","-","-","-","-","2x Sight","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""EAE824FE4393F7A0400FA0852BF2E331"", ""> <C>25%</> reduced aim spread""))"
3xSight,"Attachment","-","-","-","-","3x Sight","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""34A6ECDA40A4BC800610B589FB8D4D17"", ""> <C>50%</> reduced aim spread""))"
4xSight,"Attachment","-","-","-","-","4x Sight","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""854BF7134846811DB875C6918BD469F8"", ""> <C>75%</> reduced aim spread""))"
2xTRGSight,"Attachment","-","-","-","-","2x TRG Sight","(Body=0,Tech=10,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""3608F1BA4334E67DC8C887B9285BCD21"", ""> <C>25%</> reduced aim spread\r\n<B>></> <C>25%</> <B>increased aim time</>""))"
4xTRGSight,"Attachment","-","-","-","-","4x TRG Sight","(Body=0,Tech=10,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D480143D4A76FEA3434EC9B1C75CF584"", ""> <C>75%</> reduced aim spread\r\n<B>></> <C>25%</> <B>increased aim time</>""))"
LightTrigger,"Attachment","-","-","-","-","Light Trigger","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""2D3353BB42DB469FAFB471B2F3E650A0"", ""> <C>25%</> increased RPM\r\n<B>></> <C>50%</> <B>increased recoil</>\r\n<B>></> <C>50%</> <B>increased spread gain</>""))"
AutomaticTrigger,"Attachment","-","-","-","-","Automatic Trigger","(Body=0,Tech=5,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""E55BEE2240EE23C53B6324BD641592AD"", ""> Converts to automatic\r\n> <C>25%</> increased RPM\r\n<B>></> <C>15%</> <B>reduced damage</>\r\n<B>></> <C>50%</> <B>increased recoil</>""))"
RifledBarrel,"Attachment","-","-","-","-","Rifled Barrel","(Body=0,Tech=0,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""DD10D4824DCA9382393127891FD1C7FF"", ""> Converts to slugs\r\n> <C>25%</> increased headshot multiplier\r\n> <C>25%</> increased velocity\r\n> <C>25%</> increased environment penetration\r\n> <C>100%</> increased damage range\r\n<B>></> <C>25%</> <B>reduced RPM</>""))"
ContactCharge,"Attachment","-","-","-","-","Contact charge","(Body=0,Tech=10,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""5EFB60F04C77AF3B197266AA80FB30BF"", ""> Detonates on drop or disarm\r\n> Deals <C>75-50</> explosive to targets within <C>2-4 m</>\r\n<B>></> <C>0.25 m/s</> <B>increased speed penalty</>""))"
BurstTrigger,"Attachment","-","-","-","-","Burst Trigger","(Body=10,Tech=10,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""FA9799FB44182E084B6625B05158BA81"", ""> Converts to 3 round burst\r\n> <C>100%</> increased RPM\r\n<B>></> <C>100%</> <B>increased recoil</>\r\n<B>></> <C>100%</> <B>increased hipfire spread</>\r\n<B>></> <C>100%</> <B>increased spread gain</>""))"
Stabilizer,"Attachment","-","-","-","-","Stabilizer","(Body=0,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""0840D7B44A593B871CDE3693597DEDCC"", ""> <C>75%</> reduced recoil while ADS\r\n> <C>15%</> reduced aim time\r\n<B>></> <C>50%</> <B>reduced speed while ADS</>""))"
LightweightFrame,"Attachment","-","-","-","-","Lightweight Frame","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""445C5F8E48D29316185971B0AE765179"", ""> <C>15%</> reduced aim time\r\n> <C>50%</> reduced speed penalty\r\n<B>></> <C>50%</> <B>increased recoil</>""))"
HVBarrel,"Attachment","-","-","-","-","HV Barrel","(Body=10,Tech=10,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""CE579E4946BEB09163369BA9A734B08F"", ""> <C>50%</> increased velocity\r\n<B>></> <C>0.25 m/s</> <B>increased speed penalty</>""))"
WildfireTrigger,"Attachment","-","-","-","-","Wildfire Trigger","(Body=0,Tech=15,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""3DA024D240C9BF17700CB6ADD6E5D5A2"", ""> Converts to automatic\r\n> <C>200%</> increased RPM\r\n> <C>50%</> reduced recoil\r\n<B>></> <C>0.5 s</> <B>spin up delay</>\r\n<B>></> <C>50%</> <B>increased spread gain</>""))"
HeavyReceiver,"Attachment","-","-","-","-","Heavy Receiver","(Body=0,Tech=0,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""9C3ACAF3497BDBAFF2EB8BB1DF64731F"", ""> <C>65%</> increased damage\r\n<B>></> <C>35%</> <B>reduced RPM</>\r\n<B>></> <C>25</> <B>reduced ammo capacity</>\r\n<B>></> <C>0.25 m/s</> <B>increased speed penalty</>""))"
HavokCycler,"Attachment","-","-","-","-","Havok Cycler","(Body=0,Tech=15,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""55EBA5CC413842339934FB95CB953D71"", ""> <C>0-100%</> increased RPM, scaling proportionally to rounds fired from <C>0-20%</> capacity\r\n<B>></> <C>35%</> <B>reduced RPM</>""))"
